org,repo,pr_number,step,input_tokens,output_tokens,tier_used,dollars
heliosdrift,commerce-platform,2187,review,2516,1592,base,0.031428
heliosdrift,commerce-platform,2187,apply_fixes,2991,1860,base,0.036873
heliosdrift,commerce-platform,2187,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2224,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2224,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2224,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2224,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2224,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2224,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2220,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2220,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2220,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2220,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2220,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2220,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2210,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,2210,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2210,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,2210,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,2210,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,2210,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2234,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,2234,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2234,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,2234,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,2234,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,2234,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2239,plan,2394,1172,base,0.024762
heliosdrift,commerce-platform,2239,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,2239,synthesize_diff,3468,2072,base,0.041484
heliosdrift,commerce-platform,2239,review,2512,1586,base,0.031326
heliosdrift,commerce-platform,2239,apply_fixes,2986,1856,base,0.036798
heliosdrift,commerce-platform,2239,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2240,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,2240,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2240,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,2240,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,2240,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,2240,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2241,plan,2395,1186,base,0.024975
heliosdrift,commerce-platform,2241,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,2241,synthesize_diff,3474,2076,base,0.041562
heliosdrift,commerce-platform,2241,review,2516,1592,base,0.031428
heliosdrift,commerce-platform,2241,apply_fixes,2991,1860,base,0.036873
heliosdrift,commerce-platform,2241,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2179,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2179,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2179,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2179,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2179,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2179,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2246,plan,2527,1254,base,0.026391
heliosdrift,commerce-platform,2246,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,2246,synthesize_diff,3552,2088,base,0.041976
heliosdrift,commerce-platform,2246,review,2568,1626,base,0.032094
heliosdrift,commerce-platform,2246,apply_fixes,3055,1870,base,0.037215
heliosdrift,commerce-platform,2246,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2243,plan,2958,1524,base,0.031734
heliosdrift,commerce-platform,2243,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,2243,synthesize_diff,3870,2140,base,0.04371
heliosdrift,commerce-platform,2243,review,2780,1762,base,0.03477
heliosdrift,commerce-platform,2243,apply_fixes,3318,1912,base,0.038634
heliosdrift,commerce-platform,2243,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2255,plan,2527,1254,base,0.026391
heliosdrift,commerce-platform,2255,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,2255,synthesize_diff,3552,2088,base,0.041976
heliosdrift,commerce-platform,2255,review,2568,1626,base,0.032094
heliosdrift,commerce-platform,2255,apply_fixes,3055,1870,base,0.037215
heliosdrift,commerce-platform,2255,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2264,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2264,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2264,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2264,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2264,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2264,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2270,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2270,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2270,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2270,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2270,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2270,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2272,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2272,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2272,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2272,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2272,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2272,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2273,plan,2659,1310,base,0.027627
heliosdrift,commerce-platform,2273,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,2273,synthesize_diff,3624,2096,base,0.042312
heliosdrift,commerce-platform,2273,review,2616,1654,base,0.032658
heliosdrift,commerce-platform,2273,apply_fixes,3115,1876,base,0.037485
heliosdrift,commerce-platform,2273,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2275,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,2275,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2275,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,2275,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,2275,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,2275,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2343,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,2343,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2343,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,2343,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,2343,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,2343,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2346,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2346,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2346,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2346,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2346,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2346,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2359,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2359,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2359,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2359,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2359,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2359,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2358,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2358,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2358,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2358,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2358,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2358,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2365,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,2365,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2365,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,2365,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,2365,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,2365,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2369,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2369,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2369,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2369,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2369,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2369,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2372,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2372,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2372,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2372,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2372,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2372,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2351,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2351,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2351,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2351,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2351,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2351,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2408,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2408,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2408,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2408,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2408,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2408,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2411,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2411,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2411,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2411,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2411,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2411,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2420,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2420,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2420,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2420,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2420,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2420,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2430,plan,2362,1136,base,0.024126
heliosdrift,commerce-platform,2430,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,2430,synthesize_diff,3396,2064,base,0.041148
heliosdrift,commerce-platform,2430,review,2464,1568,base,0.030912
heliosdrift,commerce-platform,2430,apply_fixes,2926,1850,base,0.036528
heliosdrift,commerce-platform,2430,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2436,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2436,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2436,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2436,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2436,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2436,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2402,plan,2958,1524,base,0.031734
heliosdrift,commerce-platform,2402,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,2402,synthesize_diff,3870,2140,base,0.04371
heliosdrift,commerce-platform,2402,review,2780,1762,base,0.03477
heliosdrift,commerce-platform,2402,apply_fixes,3318,1912,base,0.038634
heliosdrift,commerce-platform,2402,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2442,plan,2528,1268,base,0.026604
heliosdrift,commerce-platform,2442,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,2442,synthesize_diff,3558,2092,base,0.042054
heliosdrift,commerce-platform,2442,review,2572,1634,base,0.032226
heliosdrift,commerce-platform,2442,apply_fixes,3060,1872,base,0.03726
heliosdrift,commerce-platform,2442,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2456,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2456,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2456,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2456,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2456,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2456,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2464,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2464,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2464,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2464,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2464,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2464,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2471,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,2471,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2471,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,2471,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,2471,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,2471,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2475,plan,3815,1800,base,0.038445
heliosdrift,commerce-platform,2475,select_tools,990,240,base,0.00657
heliosdrift,commerce-platform,2475,synthesize_diff,4482,2228,base,0.046866
heliosdrift,commerce-platform,2475,review,3188,1900,base,0.038064
heliosdrift,commerce-platform,2475,apply_fixes,3823,1982,base,0.041199
heliosdrift,commerce-platform,2475,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2508,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,2508,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2508,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,2508,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,2508,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,2508,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2544,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2544,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2544,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2544,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2544,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2544,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2525,plan,3949,1800,base,0.038847
heliosdrift,commerce-platform,2525,select_tools,1000,240,base,0.0066
heliosdrift,commerce-platform,2525,synthesize_diff,4572,2248,base,0.047436
heliosdrift,commerce-platform,2525,review,3248,1900,base,0.038244
heliosdrift,commerce-platform,2525,apply_fixes,3897,1998,base,0.041661
heliosdrift,commerce-platform,2525,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2543,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2543,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2543,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2543,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2543,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2543,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2546,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2546,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2546,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2546,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2546,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2546,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2552,plan,2526,1240,base,0.026178
heliosdrift,commerce-platform,2552,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,2552,synthesize_diff,3546,2084,base,0.041898
heliosdrift,commerce-platform,2552,review,2564,1620,base,0.031992
heliosdrift,commerce-platform,2552,apply_fixes,3050,1866,base,0.03714
heliosdrift,commerce-platform,2552,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2566,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2566,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2566,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2566,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2566,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2566,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2583,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2583,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2583,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2583,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2583,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2583,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2582,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,2582,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2582,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,2582,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,2582,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,2582,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2579,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2579,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2579,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2579,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2579,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2579,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2599,plan,6393,1800,base,0.046179
heliosdrift,commerce-platform,2599,select_tools,1230,240,base,0.00729
heliosdrift,commerce-platform,2599,synthesize_diff,6354,2516,base,0.056802
heliosdrift,commerce-platform,2599,review,4436,1900,base,0.041808
heliosdrift,commerce-platform,2599,apply_fixes,5369,2212,base,0.049287
heliosdrift,commerce-platform,2599,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2597,plan,3683,1800,base,0.038049
heliosdrift,commerce-platform,2597,select_tools,980,240,base,0.00654
heliosdrift,commerce-platform,2597,synthesize_diff,4404,2216,base,0.046452
heliosdrift,commerce-platform,2597,review,3136,1900,base,0.037908
heliosdrift,commerce-platform,2597,apply_fixes,3759,1972,base,0.040857
heliosdrift,commerce-platform,2597,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2567,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,2567,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2567,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,2567,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,2567,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,2567,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2604,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,2604,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2604,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,2604,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,2604,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,2604,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2608,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2608,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2608,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2608,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2608,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2608,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2609,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2609,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2609,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2609,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2609,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2609,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2612,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,2612,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2612,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,2612,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,2612,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,2612,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2616,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2616,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2616,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2616,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2616,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2616,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2620,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,2620,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2620,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,2620,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,2620,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,2620,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2646,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2646,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2646,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2646,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2646,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2646,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2648,plan,4245,1800,base,0.039735
heliosdrift,commerce-platform,2648,select_tools,1030,240,base,0.00669
heliosdrift,commerce-platform,2648,synthesize_diff,4794,2276,base,0.048522
heliosdrift,commerce-platform,2648,review,3396,1900,base,0.038688
heliosdrift,commerce-platform,2648,apply_fixes,4081,2020,base,0.042543
heliosdrift,commerce-platform,2648,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2628,plan,2262,1104,base,0.023346
heliosdrift,commerce-platform,2628,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,2628,synthesize_diff,3390,2060,base,0.04107
heliosdrift,commerce-platform,2628,review,2460,1552,base,0.03066
heliosdrift,commerce-platform,2628,apply_fixes,2922,1848,base,0.036486
heliosdrift,commerce-platform,2628,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2659,plan,3519,1800,base,0.037557
heliosdrift,commerce-platform,2659,select_tools,960,240,base,0.00648
heliosdrift,commerce-platform,2659,synthesize_diff,4254,2196,base,0.045702
heliosdrift,commerce-platform,2659,review,3036,1900,base,0.037608
heliosdrift,commerce-platform,2659,apply_fixes,3635,1956,base,0.040245
heliosdrift,commerce-platform,2659,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2670,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2670,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2670,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2670,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2670,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2670,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2630,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2630,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2630,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2630,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2630,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2630,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2590,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,2590,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2590,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,2590,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,2590,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,2590,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2684,plan,3387,1778,base,0.036831
heliosdrift,commerce-platform,2684,select_tools,950,240,base,0.00645
heliosdrift,commerce-platform,2684,synthesize_diff,4182,2188,base,0.045366
heliosdrift,commerce-platform,2684,review,2988,1888,base,0.037284
heliosdrift,commerce-platform,2684,apply_fixes,3575,1950,base,0.039975
heliosdrift,commerce-platform,2684,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2714,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,2714,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2714,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,2714,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,2714,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,2714,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2719,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2719,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2719,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2719,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2719,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2719,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2704,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2704,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2704,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2704,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2704,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2704,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2710,plan,2792,1392,base,0.029256
heliosdrift,commerce-platform,2710,select_tools,890,240,base,0.00627
heliosdrift,commerce-platform,2710,synthesize_diff,3708,2112,base,0.042804
heliosdrift,commerce-platform,2710,review,2672,1696,base,0.033456
heliosdrift,commerce-platform,2710,apply_fixes,3184,1888,base,0.037872
heliosdrift,commerce-platform,2710,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2734,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,2734,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2734,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,2734,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,2734,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,2734,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2729,plan,1930,840,base,0.01839
