org,repo,pr_number,title,state,createdAt,mergedAt,closedAt,isDraft,isCrossRepository,author,additions,deletions,changedFiles,commits_totalCount,participants_totalCount,closingIssues_count,closingIssues_bug_count
heliosdrift,commerce-platform,2430,Synthetic PR #2430,MERGED,2025-02-28T00:00:00Z,2025-03-02T00:00:00Z,2025-03-02T00:00:00Z,False,False,bsmith79,480,160,5,4,4,0,0
heliosdrift,commerce-platform,2436,Synthetic PR #2436,MERGED,2025-03-01T00:00:00Z,2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2402,Synthetic PR #2402,MERGED,2025-03-02T00:00:00Z,2025-03-04T00:00:00Z,2025-03-04T00:00:00Z,False,False,dcombs39,1050,350,11,8,3,0,0
heliosdrift,commerce-platform,2442,Synthetic PR #2442,MERGED,2025-03-03T00:00:00Z,2025-03-05T00:00:00Z,2025-03-05T00:00:00Z,False,False,bsmith79,690,230,7,5,4,0,0
heliosdrift,commerce-platform,2456,Synthetic PR #2456,MERGED,2025-03-04T00:00:00Z,2025-03-06T00:00:00Z,2025-03-06T00:00:00Z,False,False,dcombs39,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2464,Synthetic PR #2464,MERGED,2025-03-05T00:00:00Z,2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2471,Synthetic PR #2471,MERGED,2025-03-06T00:00:00Z,2025-03-08T00:00:00Z,2025-03-08T00:00:00Z,False,False,dcombs39,270,90,3,2,2,0,0
heliosdrift,commerce-platform,2475,Synthetic PR #2475,MERGED,2025-03-07T00:00:00Z,2025-03-09T00:00:00Z,2025-03-09T00:00:00Z,False,False,dcombs39,1710,570,19,14,6,0,0
heliosdrift,commerce-platform,2508,Synthetic PR #2508,MERGED,2025-03-08T00:00:00Z,2025-03-10T00:00:00Z,2025-03-10T00:00:00Z,False,False,scook74,150,50,1,1,2,0,0
heliosdrift,commerce-platform,2544,Synthetic PR #2544,MERGED,2025-03-09T00:00:00Z,2025-03-11T00:00:00Z,2025-03-11T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2525,Synthetic PR #2525,MERGED,2025-03-10T00:00:00Z,2025-03-12T00:00:00Z,2025-03-12T00:00:00Z,False,False,dcombs39,1860,620,20,15,3,0,0
heliosdrift,commerce-platform,2543,Synthetic PR #2543,MERGED,2025-03-11T00:00:00Z,2025-03-13T00:00:00Z,2025-03-13T00:00:00Z,False,False,dcombs39,120,40,1,1,3,0,0
heliosdrift,commerce-platform,2546,Synthetic PR #2546,MERGED,2025-03-12T00:00:00Z,2025-03-14T00:00:00Z,2025-03-14T00:00:00Z,False,False,bsmith79,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2552,Synthetic PR #2552,MERGED,2025-03-13T00:00:00Z,2025-03-15T00:00:00Z,2025-03-15T00:00:00Z,False,False,dcombs39,630,210,7,5,3,0,0
heliosdrift,commerce-platform,2566,Synthetic PR #2566,MERGED,2025-03-14T00:00:00Z,2025-03-16T00:00:00Z,2025-03-16T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2583,Synthetic PR #2583,MERGED,2025-03-15T00:00:00Z,2025-03-17T00:00:00Z,2025-03-17T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2582,Synthetic PR #2582,MERGED,2025-03-16T00:00:00Z,2025-03-18T00:00:00Z,2025-03-18T00:00:00Z,False,False,sdunn41,150,50,1,1,2,0,0
heliosdrift,commerce-platform,2579,Synthetic PR #2579,MERGED,2025-03-17T00:00:00Z,2025-03-19T00:00:00Z,2025-03-19T00:00:00Z,False,False,bwebster87,60,20,1,1,1,0,0
heliosdrift,commerce-platform,2599,Synthetic PR #2599,MERGED,2025-03-18T00:00:00Z,2025-03-20T00:00:00Z,2025-03-20T00:00:00Z,False,False,sdunn41,3870,1290,43,32,6,0,0
heliosdrift,commerce-platform,2597,Synthetic PR #2597,MERGED,2025-03-19T00:00:00Z,2025-03-21T00:00:00Z,2025-03-21T00:00:00Z,False,False,sdunn41,1620,540,18,13,3,0,0
heliosdrift,commerce-platform,2567,Synthetic PR #2567,MERGED,2025-03-20T00:00:00Z,2025-03-22T00:00:00Z,2025-03-22T00:00:00Z,False,False,dcombs39,150,50,1,1,2,0,0
heliosdrift,commerce-platform,2604,Synthetic PR #2604,MERGED,2025-03-21T00:00:00Z,2025-03-23T00:00:00Z,2025-03-23T00:00:00Z,False,False,dcombs39,330,110,3,2,1,0,0
heliosdrift,commerce-platform,2608,Synthetic PR #2608,MERGED,2025-03-22T00:00:00Z,2025-03-24T00:00:00Z,2025-03-24T00:00:00Z,False,False,dcombs39,90,30,1,1,1,0,0
heliosdrift,commerce-platform,2609,Synthetic PR #2609,MERGED,2025-03-23T00:00:00Z,2025-03-25T00:00:00Z,2025-03-25T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2612,Synthetic PR #2612,MERGED,2025-03-24T00:00:00Z,2025-03-26T00:00:00Z,2025-03-26T00:00:00Z,False,False,sdunn41,210,70,2,1,2,0,0
heliosdrift,commerce-platform,2616,Synthetic PR #2616,MERGED,2025-03-25T00:00:00Z,2025-03-27T00:00:00Z,2025-03-27T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2620,Synthetic PR #2620,MERGED,2025-03-26T00:00:00Z,2025-03-28T00:00:00Z,2025-03-28T00:00:00Z,False,False,dcombs39,150,50,1,1,2,0,0
heliosdrift,commerce-platform,2646,Synthetic PR #2646,MERGED,2025-03-27T00:00:00Z,2025-03-29T00:00:00Z,2025-03-29T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2648,Synthetic PR #2648,MERGED,2025-03-28T00:00:00Z,2025-03-30T00:00:00Z,2025-03-30T00:00:00Z,False,False,dcombs39,2070,690,23,17,4,0,0
heliosdrift,commerce-platform,2628,Synthetic PR #2628,MERGED,2025-03-29T00:00:00Z,2025-03-31T00:00:00Z,2025-03-31T00:00:00Z,False,False,sdunn41,450,150,5,3,3,0,0
heliosdrift,commerce-platform,2659,Synthetic PR #2659,MERGED,2025-03-30T00:00:00Z,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z,False,False,dcombs39,1470,490,16,12,3,0,0
heliosdrift,commerce-platform,2670,Synthetic PR #2670,MERGED,2025-03-31T00:00:00Z,2025-04-02T00:00:00Z,2025-04-02T00:00:00Z,False,False,bsmith79,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2630,Synthetic PR #2630,MERGED,2025-04-01T00:00:00Z,2025-04-03T00:00:00Z,2025-04-03T00:00:00Z,False,False,bwebster87,120,40,1,1,2,0,0
heliosdrift,commerce-platform,2590,Synthetic PR #2590,MERGED,2025-04-02T00:00:00Z,2025-04-04T00:00:00Z,2025-04-04T00:00:00Z,False,False,bsmith79,330,110,3,2,2,0,0
heliosdrift,commerce-platform,2684,Synthetic PR #2684,MERGED,2025-04-03T00:00:00Z,2025-04-05T00:00:00Z,2025-04-05T00:00:00Z,False,False,bwebster87,1410,470,15,11,2,0,0
heliosdrift,commerce-platform,2714,Synthetic PR #2714,MERGED,2025-04-04T00:00:00Z,2025-04-06T00:00:00Z,2025-04-06T00:00:00Z,False,False,sdunn41,180,60,2,1,3,0,0
heliosdrift,commerce-platform,2719,Synthetic PR #2719,MERGED,2025-04-05T00:00:00Z,2025-04-07T00:00:00Z,2025-04-07T00:00:00Z,False,False,sdunn41,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2704,Synthetic PR #2704,MERGED,2025-04-06T00:00:00Z,2025-04-08T00:00:00Z,2025-04-08T00:00:00Z,False,False,sdunn41,60,20,1,1,1,0,0
heliosdrift,commerce-platform,2710,Synthetic PR #2710,MERGED,2025-04-07T00:00:00Z,2025-04-09T00:00:00Z,2025-04-09T00:00:00Z,False,False,bsmith79,840,280,9,7,3,0,0
heliosdrift,commerce-platform,2734,Synthetic PR #2734,MERGED,2025-04-08T00:00:00Z,2025-04-10T00:00:00Z,2025-04-10T00:00:00Z,False,False,scook74,150,50,1,1,2,0,0
heliosdrift,commerce-platform,2729,Synthetic PR #2729,MERGED,2025-04-09T00:00:00Z,2025-04-11T00:00:00Z,2025-04-11T00:00:00Z,False,False,sdunn41,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2738,Synthetic PR #2738,MERGED,2025-04-10T00:00:00Z,2025-04-12T00:00:00Z,2025-04-12T00:00:00Z,False,False,sdunn41,300,100,3,2,2,0,0
heliosdrift,commerce-platform,2751,Synthetic PR #2751,MERGED,2025-04-11T00:00:00Z,2025-04-13T00:00:00Z,2025-04-13T00:00:00Z,False,False,mmeyer27,120,40,1,1,2,0,0
heliosdrift,commerce-platform,2764,Synthetic PR #2764,MERGED,2025-04-12T00:00:00Z,2025-04-14T00:00:00Z,2025-04-14T00:00:00Z,False,False,jrivera79,480,160,5,4,5,0,0
heliosdrift,commerce-platform,2743,Synthetic PR #2743,MERGED,2025-04-13T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,False,False,mmeyer27,1770,590,19,14,5,0,0
heliosdrift,commerce-platform,2771,Synthetic PR #2771,MERGED,2025-04-14T00:00:00Z,2025-04-16T00:00:00Z,2025-04-16T00:00:00Z,False,False,sdunn41,300,100,3,2,3,0,0
heliosdrift,commerce-platform,2770,Synthetic PR #2770,MERGED,2025-04-15T00:00:00Z,2025-04-17T00:00:00Z,2025-04-17T00:00:00Z,False,False,sdunn41,60,20,1,1,2,0,0
heliosdrift,commerce-platform,2777,Synthetic PR #2777,MERGED,2025-04-16T00:00:00Z,2025-04-18T00:00:00Z,2025-04-18T00:00:00Z,False,False,bsmith79,1440,480,16,12,3,0,0
heliosdrift,commerce-platform,2810,Synthetic PR #2810,MERGED,2025-04-17T00:00:00Z,2025-04-19T00:00:00Z,2025-04-19T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2811,Synthetic PR #2811,MERGED,2025-04-18T00:00:00Z,2025-04-20T00:00:00Z,2025-04-20T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2813,Synthetic PR #2813,MERGED,2025-04-19T00:00:00Z,2025-04-21T00:00:00Z,2025-04-21T00:00:00Z,False,False,scook74,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2821,Synthetic PR #2821,MERGED,2025-04-20T00:00:00Z,2025-04-22T00:00:00Z,2025-04-22T00:00:00Z,False,False,sdunn41,420,140,4,3,3,0,0
heliosdrift,commerce-platform,2817,Synthetic PR #2817,MERGED,2025-04-21T00:00:00Z,2025-04-23T00:00:00Z,2025-04-23T00:00:00Z,False,False,dcombs39,2490,830,27,20,3,0,0
heliosdrift,commerce-platform,2737,Synthetic PR #2737,MERGED,2025-04-22T00:00:00Z,2025-04-24T00:00:00Z,2025-04-24T00:00:00Z,False,False,dcombs39,990,330,11,8,3,0,0
heliosdrift,commerce-platform,2861,Synthetic PR #2861,MERGED,2025-04-23T00:00:00Z,2025-04-25T00:00:00Z,2025-04-25T00:00:00Z,False,False,bsmith79,240,80,2,2,3,0,0
heliosdrift,commerce-platform,2867,Synthetic PR #2867,MERGED,2025-04-24T00:00:00Z,2025-04-26T00:00:00Z,2025-04-26T00:00:00Z,False,False,bwebster87,1560,520,17,13,2,0,0
heliosdrift,commerce-platform,2869,Synthetic PR #2869,MERGED,2025-04-25T00:00:00Z,2025-04-27T00:00:00Z,2025-04-27T00:00:00Z,False,False,sdunn41,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2815,Synthetic PR #2815,MERGED,2025-04-26T00:00:00Z,2025-04-28T00:00:00Z,2025-04-28T00:00:00Z,False,False,scook74,240,80,2,2,3,0,0
heliosdrift,commerce-platform,2864,Synthetic PR #2864,MERGED,2025-04-27T00:00:00Z,2025-04-29T00:00:00Z,2025-04-29T00:00:00Z,False,False,bsmith79,360,120,4,3,3,0,0
heliosdrift,commerce-platform,2883,Synthetic PR #2883,MERGED,2025-04-28T00:00:00Z,2025-04-30T00:00:00Z,2025-04-30T00:00:00Z,False,False,bsmith79,1200,400,13,10,4,0,0
heliosdrift,commerce-platform,2907,Synthetic PR #2907,MERGED,2025-04-29T00:00:00Z,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,False,False,mmeyer27,2130,710,23,17,5,0,0
heliosdrift,commerce-platform,2930,Synthetic PR #2930,MERGED,2025-04-30T00:00:00Z,2025-05-02T00:00:00Z,2025-05-02T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,2937,Synthetic PR #2937,MERGED,2025-05-01T00:00:00Z,2025-05-03T00:00:00Z,2025-05-03T00:00:00Z,False,False,dcombs39,990,330,11,8,3,0,0
heliosdrift,commerce-platform,2931,Synthetic PR #2931,MERGED,2025-05-02T00:00:00Z,2025-05-04T00:00:00Z,2025-05-04T00:00:00Z,False,False,scook74,1050,350,11,8,5,0,0
heliosdrift,commerce-platform,2945,Synthetic PR #2945,MERGED,2025-05-03T00:00:00Z,2025-05-05T00:00:00Z,2025-05-05T00:00:00Z,False,False,dcombs39,1080,360,12,9,5,0,0
heliosdrift,commerce-platform,2947,Synthetic PR #2947,MERGED,2025-05-04T00:00:00Z,2025-05-06T00:00:00Z,2025-05-06T00:00:00Z,False,False,sdunn41,1290,430,14,10,4,0,0
heliosdrift,commerce-platform,2949,Synthetic PR #2949,MERGED,2025-05-05T00:00:00Z,2025-05-07T00:00:00Z,2025-05-07T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2921,Synthetic PR #2921,MERGED,2025-05-06T00:00:00Z,2025-05-08T00:00:00Z,2025-05-08T00:00:00Z,False,False,wanderson81,270,90,3,2,2,0,0
heliosdrift,commerce-platform,2952,Synthetic PR #2952,MERGED,2025-05-07T00:00:00Z,2025-05-09T00:00:00Z,2025-05-09T00:00:00Z,False,False,dcombs39,120,40,1,1,2,0,0
heliosdrift,commerce-platform,2953,Synthetic PR #2953,MERGED,2025-05-08T00:00:00Z,2025-05-10T00:00:00Z,2025-05-10T00:00:00Z,False,False,sdunn41,120,40,1,1,3,0,0
heliosdrift,commerce-platform,2956,Synthetic PR #2956,MERGED,2025-05-09T00:00:00Z,2025-05-11T00:00:00Z,2025-05-11T00:00:00Z,False,False,bsmith79,360,120,4,3,3,0,0
heliosdrift,commerce-platform,2961,Synthetic PR #2961,MERGED,2025-05-10T00:00:00Z,2025-05-12T00:00:00Z,2025-05-12T00:00:00Z,False,False,wanderson81,630,210,7,5,4,0,0
heliosdrift,commerce-platform,2975,Synthetic PR #2975,MERGED,2025-05-11T00:00:00Z,2025-05-13T00:00:00Z,2025-05-13T00:00:00Z,False,False,sdunn41,510,170,5,4,4,0,0
heliosdrift,commerce-platform,2973,Synthetic PR #2973,MERGED,2025-05-12T00:00:00Z,2025-05-14T00:00:00Z,2025-05-14T00:00:00Z,False,False,sdunn41,450,150,5,3,3,0,0
heliosdrift,commerce-platform,2971,Synthetic PR #2971,MERGED,2025-05-13T00:00:00Z,2025-05-15T00:00:00Z,2025-05-15T00:00:00Z,False,False,bsmith79,2040,680,22,17,4,0,0
heliosdrift,commerce-platform,2986,Synthetic PR #2986,MERGED,2025-05-14T00:00:00Z,2025-05-16T00:00:00Z,2025-05-16T00:00:00Z,False,False,scook74,360,120,4,3,4,0,0
heliosdrift,commerce-platform,2985,Synthetic PR #2985,MERGED,2025-05-15T00:00:00Z,2025-05-17T00:00:00Z,2025-05-17T00:00:00Z,False,False,scook74,390,130,4,3,4,0,0
heliosdrift,commerce-platform,2970,Synthetic PR #2970,MERGED,2025-05-16T00:00:00Z,2025-05-18T00:00:00Z,2025-05-18T00:00:00Z,False,False,bsmith79,420,140,4,3,2,0,0
heliosdrift,commerce-platform,3002,Synthetic PR #3002,MERGED,2025-05-17T00:00:00Z,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,False,False,bwebster87,150,50,1,1,2,0,0
heliosdrift,commerce-platform,2997,Synthetic PR #2997,MERGED,2025-05-18T00:00:00Z,2025-05-20T00:00:00Z,2025-05-20T00:00:00Z,False,False,bsmith79,930,310,10,7,4,0,0
heliosdrift,commerce-platform,3004,Synthetic PR #3004,MERGED,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,2025-05-21T00:00:00Z,False,False,wanderson81,660,220,7,5,5,0,0
heliosdrift,commerce-platform,3006,Synthetic PR #3006,MERGED,2025-05-20T00:00:00Z,2025-05-22T00:00:00Z,2025-05-22T00:00:00Z,False,False,jrivera79,360,120,4,3,5,0,0
heliosdrift,commerce-platform,3007,Synthetic PR #3007,MERGED,2025-05-21T00:00:00Z,2025-05-23T00:00:00Z,2025-05-23T00:00:00Z,False,False,bsmith79,210,70,2,1,3,0,0
heliosdrift,commerce-platform,3013,Synthetic PR #3013,MERGED,2025-05-22T00:00:00Z,2025-05-24T00:00:00Z,2025-05-24T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,3015,Synthetic PR #3015,MERGED,2025-05-23T00:00:00Z,2025-05-25T00:00:00Z,2025-05-25T00:00:00Z,False,False,bwebster87,210,70,2,1,3,0,0
heliosdrift,commerce-platform,3018,Synthetic PR #3018,MERGED,2025-05-24T00:00:00Z,2025-05-26T00:00:00Z,2025-05-26T00:00:00Z,False,False,bwebster87,240,80,2,2,2,0,0
heliosdrift,commerce-platform,3023,Synthetic PR #3023,MERGED,2025-05-25T00:00:00Z,2025-05-27T00:00:00Z,2025-05-27T00:00:00Z,False,False,wanderson81,270,90,3,2,3,0,0
heliosdrift,commerce-platform,3008,Synthetic PR #3008,MERGED,2025-05-26T00:00:00Z,2025-05-28T00:00:00Z,2025-05-28T00:00:00Z,False,False,dcombs39,300,100,3,2,2,0,0
heliosdrift,commerce-platform,2978,Synthetic PR #2978,MERGED,2025-05-27T00:00:00Z,2025-05-29T00:00:00Z,2025-05-29T00:00:00Z,False,False,bsmith79,690,230,7,5,4,0,0
heliosdrift,commerce-platform,3030,Synthetic PR #3030,MERGED,2025-05-28T00:00:00Z,2025-05-30T00:00:00Z,2025-05-30T00:00:00Z,False,False,bwebster87,450,150,5,3,3,0,0
heliosdrift,commerce-platform,3031,Synthetic PR #3031,MERGED,2025-05-29T00:00:00Z,2025-05-31T00:00:00Z,2025-05-31T00:00:00Z,False,False,bwebster87,60,20,1,1,1,0,0
heliosdrift,commerce-platform,3033,Synthetic PR #3033,MERGED,2025-05-30T00:00:00Z,2025-06-01T00:00:00Z,2025-06-01T00:00:00Z,False,False,sdunn41,30,10,1,1,1,0,0
heliosdrift,commerce-platform,2980,Synthetic PR #2980,MERGED,2025-05-31T00:00:00Z,2025-06-02T00:00:00Z,2025-06-02T00:00:00Z,False,False,sdunn41,510,170,5,4,4,0,0
heliosdrift,commerce-platform,3043,Synthetic PR #3043,MERGED,2025-06-01T00:00:00Z,2025-06-03T00:00:00Z,2025-06-03T00:00:00Z,False,False,bwebster87,30,10,1,1,1,0,0
heliosdrift,commerce-platform,3044,Synthetic PR #3044,MERGED,2025-06-02T00:00:00Z,2025-06-04T00:00:00Z,2025-06-04T00:00:00Z,False,False,bwebster87,270,90,3,2,2,0,0
heliosdrift,commerce-platform,3040,Synthetic PR #3040,MERGED,2025-06-03T00:00:00Z,2025-06-05T00:00:00Z,2025-06-05T00:00:00Z,False,False,bsmith79,30,10,1,1,1,0,0
heliosdrift,commerce-platform,3051,Synthetic PR #3051,MERGED,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,2025-06-06T00:00:00Z,False,False,jrivera79,240,80,2,2,3,0,0
heliosdrift,commerce-platform,3047,Synthetic PR #3047,MERGED,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,2025-06-07T00:00:00Z,False,False,scook74,270,90,3,2,3,0,0
heliosdrift,commerce-platform,2995,Synthetic PR #2995,MERGED,2025-06-06T00:00:00Z,2025-06-08T00:00:00Z,2025-06-08T00:00:00Z,False,False,bsmith79,180,60,2,1,1,0,0
heliosdrift,commerce-platform,3074,Synthetic PR #3074,MERGED,2025-06-07T00:00:00Z,2025-06-09T00:00:00Z,2025-06-09T00:00:00Z,False,False,bwebster87,1950,650,21,16,2,0,0
heliosdrift,commerce-platform,3083,Synthetic PR #3083,MERGED,2025-06-08T00:00:00Z,2025-06-10T00:00:00Z,2025-06-10T00:00:00Z,False,False,sdunn41,330,110,3,2,4,0,0
heliosdrift,commerce-platform,3085,Synthetic PR #3085,MERGED,2025-06-09T00:00:00Z,2025-06-11T00:00:00Z,2025-06-11T00:00:00Z,False,False,sdunn41,360,120,4,3,3,0,0
heliosdrift,commerce-platform,3090,Synthetic PR #3090,MERGED,2025-06-10T00:00:00Z,2025-06-12T00:00:00Z,2025-06-12T00:00:00Z,False,False,bwebster87,1770,590,19,14,2,0,0
heliosdrift,commerce-platform,3092,Synthetic PR #3092,MERGED,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,2025-06-13T00:00:00Z,False,False,bwebster87,2130,710,23,17,1,0,0
heliosdrift,commerce-platform,3093,Synthetic PR #3093,MERGED,2025-06-12T00:00:00Z,2025-06-14T00:00:00Z,2025-06-14T00:00:00Z,False,False,bwebster87,1530,510,17,12,1,0,0
heliosdrift,commerce-platform,3094,Synthetic PR #3094,MERGED,2025-06-13T00:00:00Z,2025-06-15T00:00:00Z,2025-06-15T00:00:00Z,False,False,bsmith79,90,30,1,1,2,0,0
heliosdrift,commerce-platform,3102,Synthetic PR #3102,MERGED,2025-06-14T00:00:00Z,2025-06-16T00:00:00Z,2025-06-16T00:00:00Z,False,False,bwebster87,1530,510,17,12,1,0,0
heliosdrift,commerce-platform,3097,Synthetic PR #3097,MERGED,2025-06-15T00:00:00Z,2025-06-17T00:00:00Z,2025-06-17T00:00:00Z,False,False,scook74,240,80,2,2,4,0,0
heliosdrift,commerce-platform,3108,Synthetic PR #3108,MERGED,2025-06-16T00:00:00Z,2025-06-18T00:00:00Z,2025-06-18T00:00:00Z,False,False,sdunn41,270,90,3,2,3,0,0
heliosdrift,commerce-platform,3041,Synthetic PR #3041,MERGED,2025-06-17T00:00:00Z,2025-06-19T00:00:00Z,2025-06-19T00:00:00Z,False,False,wanderson81,1350,450,15,11,3,0,0
heliosdrift,commerce-platform,3114,Synthetic PR #3114,MERGED,2025-06-18T00:00:00Z,2025-06-20T00:00:00Z,2025-06-20T00:00:00Z,False,False,scook74,420,140,4,3,3,0,0
heliosdrift,commerce-platform,3123,Synthetic PR #3123,MERGED,2025-06-19T00:00:00Z,2025-06-21T00:00:00Z,2025-06-21T00:00:00Z,False,False,sdunn41,870,290,9,7,3,0,0
heliosdrift,commerce-platform,3141,Synthetic PR #3141,MERGED,2025-06-20T00:00:00Z,2025-06-22T00:00:00Z,2025-06-22T00:00:00Z,False,False,dcombs39,480,160,5,4,5,0,0
heliosdrift,commerce-platform,3152,Synthetic PR #3152,MERGED,2025-06-21T00:00:00Z,2025-06-23T00:00:00Z,2025-06-23T00:00:00Z,False,False,scook74,450,150,5,3,5,0,0
heliosdrift,commerce-platform,3155,Synthetic PR #3155,MERGED,2025-06-22T00:00:00Z,2025-06-24T00:00:00Z,2025-06-24T00:00:00Z,False,False,bwebster87,150,50,1,1,3,0,0
heliosdrift,commerce-platform,3154,Synthetic PR #3154,MERGED,2025-06-23T00:00:00Z,2025-06-25T00:00:00Z,2025-06-25T00:00:00Z,False,False,dcombs39,420,140,4,3,3,0,0
heliosdrift,commerce-platform,3159,Synthetic PR #3159,MERGED,2025-06-24T00:00:00Z,2025-06-26T00:00:00Z,2025-06-26T00:00:00Z,False,False,mchapman99,30,10,1,1,1,0,0
heliosdrift,commerce-platform,3162,Synthetic PR #3162,MERGED,2025-06-25T00:00:00Z,2025-06-27T00:00:00Z,2025-06-27T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,3186,Synthetic PR #3186,MERGED,2025-06-26T00:00:00Z,2025-06-28T00:00:00Z,2025-06-28T00:00:00Z,False,False,dcombs39,30,10,1,1,1,0,0
heliosdrift,commerce-platform,3197,Synthetic PR #3197,MERGED,2025-06-27T00:00:00Z,2025-06-29T00:00:00Z,2025-06-29T00:00:00Z,False,False,dcombs39,630,210,7,5,4,0,0
heliosdrift,commerce-platform,3205,Synthetic PR #3205,MERGED,2025-06-28T00:00:00Z,2025-06-30T00:00:00Z,2025-06-30T00:00:00Z,False,False,dcombs39,90,30,1,1,2,0,0
heliosdrift,commerce-platform,3203,Synthetic PR #3203,MERGED,2025-06-29T00:00:00Z,2025-07-01T00:00:00Z,2025-07-01T00:00:00Z,False,False,mchapman99,180,60,2,1,2,0,0
heliosdrift,commerce-platform,3190,Synthetic PR #3190,MERGED,2025-06-30T00:00:00Z,2025-07-02T00:00:00Z,2025-07-02T00:00:00Z,False,False,bsmith79,90,30,1,1,2,0,0
heliosdrift,commerce-platform,3110,Synthetic PR #3110,MERGED,2025-07-01T00:00:00Z,2025-07-03T00:00:00Z,2025-07-03T00:00:00Z,False,False,bwebster87,420,140,4,3,3,0,0
heliosdrift,commerce-platform,3210,Synthetic PR #3210,MERGED,2025-07-02T00:00:00Z,2025-07-04T00:00:00Z,2025-07-04T00:00:00Z,False,False,bwebster87,180,60,2,1,2,0,0
heliosdrift,commerce-platform,3219,Synthetic PR #3219,MERGED,2025-07-03T00:00:00Z,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,False,False,sdunn41,90,30,1,1,1,0,0
heliosdrift,commerce-platform,3221,Synthetic PR #3221,MERGED,2025-07-04T00:00:00Z,2025-07-06T00:00:00Z,2025-07-06T00:00:00Z,False,False,sdunn41,60,20,1,1,2,0,0
heliosdrift,commerce-platform,3223,Synthetic PR #3223,MERGED,2025-07-05T00:00:00Z,2025-07-07T00:00:00Z,2025-07-07T00:00:00Z,False,False,mchapman99,240,80,2,2,2,0,0
heliosdrift,commerce-platform,3237,Synthetic PR #3237,MERGED,2025-07-06T00:00:00Z,2025-07-08T00:00:00Z,2025-07-08T00:00:00Z,False,False,dcombs39,510,170,5,4,2,0,0
heliosdrift,commerce-platform,3241,Synthetic PR #3241,MERGED,2025-07-07T00:00:00Z,2025-07-09T00:00:00Z,2025-07-09T00:00:00Z,False,False,sdunn41,180,60,2,1,2,0,0
heliosdrift,commerce-platform,3244,Synthetic PR #3244,MERGED,2025-07-08T00:00:00Z,2025-07-10T00:00:00Z,2025-07-10T00:00:00Z,False,False,dcombs39,210,70,2,1,2,0,0
heliosdrift,commerce-platform,3250,Synthetic PR #3250,MERGED,2025-07-09T00:00:00Z,2025-07-11T00:00:00Z,2025-07-11T00:00:00Z,False,False,mchapman99,240,80,2,2,2,0,0
heliosdrift,commerce-platform,3187,Synthetic PR #3187,MERGED,2025-07-10T00:00:00Z,2025-07-12T00:00:00Z,2025-07-12T00:00:00Z,False,False,sdunn41,1590,530,17,13,4,0,0
heliosdrift,commerce-platform,3191,Synthetic PR #3191,MERGED,2025-07-11T00:00:00Z,2025-07-13T00:00:00Z,2025-07-13T00:00:00Z,False,False,dcombs39,240,80,2,2,2,0,0
heliosdrift,commerce-platform,3213,Synthetic PR #3213,MERGED,2025-07-12T00:00:00Z,2025-07-14T00:00:00Z,2025-07-14T00:00:00Z,False,False,sdunn41,210,70,2,1,2,0,0
heliosdrift,commerce-platform,3256,Synthetic PR #3256,MERGED,2025-07-13T00:00:00Z,2025-07-15T00:00:00Z,2025-07-15T00:00:00Z,False,False,sdunn41,150,50,1,1,2,0,0
